countyFIPS,County Name,police,fire,emt,home_health,long_term_care,hospital_staff,outpatient,hospital_patients,police_isolation_mask,police_isolation_gown,police_n95_respirator,police_face_shield,police_goggles,police_sterile_exam_gloves,police_non-sterile_exam_gloves,police_bouffant,police_shoe_covers,fire_isolation_mask,fire_isolation_gown,fire_n95_respirator,fire_face_shield,fire_goggles,fire_sterile_exam_gloves,fire_non-sterile_exam_gloves,fire_bouffant,fire_shoe_covers,emt_isolation_mask,emt_isolation_gown,emt_n95_respirator,emt_face_shield,emt_goggles,emt_sterile_exam_gloves,emt_non-sterile_exam_gloves,emt_bouffant,emt_shoe_covers,long_term_care_isolation_mask,long_term_care_isolation_gown,long_term_care_n95_respirator,long_term_care_face_shield,long_term_care_goggles,long_term_care_sterile_exam_gloves,long_term_care_non-sterile_exam_gloves,long_term_care_bouffant,long_term_care_shoe_covers,home_health_isolation_mask,home_health_isolation_gown,home_health_n95_respirator,home_health_face_shield,home_health_goggles,home_health_sterile_exam_gloves,home_health_non-sterile_exam_gloves,home_health_bouffant,home_health_shoe_covers,hospital_staff_isolation_mask,hospital_staff_isolation_gown,hospital_staff_n95_respirator,hospital_staff_face_shield,hospital_staff_goggles,hospital_staff_sterile_exam_gloves,hospital_staff_non-sterile_exam_gloves,hospital_staff_bouffant,hospital_staff_shoe_covers,hospital_patients_isolation_mask,hospital_patients_isolation_gown,hospital_patients_n95_respirator,hospital_patients_face_shield,hospital_patients_goggles,hospital_patients_sterile_exam_gloves,hospital_patients_non-sterile_exam_gloves,hospital_patients_bouffant,hospital_patients_shoe_covers,State
01021,Chilton County,142.45222521482623,91.63143135440173,26.950420986588746,124.13034901517554,225.24829989209366,668.7132703143635,338.0404505219919,30.0,82.6222906245992,0.0,247.8668718737976,0.0,0.0,0.0,247.8668718737976,0.0,0.0,26.878553197291172,0.0,80.63565959187352,0.0,0.0,0.0,80.63565959187352,0.0,0.0,7.905456822732699,110.67639551825779,39.52728411366349,0.0,0.0,0.0,55.338197759128896,0.0,0.0,2443.944053829216,325.85920717722877,325.85920717722877,0.0,0.0,0.0,2443.944053829216,0.0,0.0,538.7257147258618,0.0,179.57523824195394,0.0,0.0,0.0,538.7257147258618,0.0,0.0,1110.0640287218434,320.98236975089446,66.87132703143635,0.0,0.0,0.0,16463.72071513963,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL
01023,Choctaw County,31.781211128094263,5.778402023289866,12.712484451237705,22.076558780008902,56.26437530735509,89.66170951152372,41.62396727392152,25.0,18.433102454294673,0.0,55.29930736288401,0.0,0.0,0.0,55.29930736288401,0.0,0.0,1.694997926831694,0.0,5.084993780495083,0.0,0.0,0.0,5.084993780495083,0.0,0.0,3.7289954390297266,52.20593614641618,18.644977195148634,0.0,0.0,0.0,26.10296807320809,0.0,0.0,610.4684720848027,81.39579627797369,81.39579627797369,0.0,0.0,0.0,610.4684720848027,0.0,0.0,95.81226510523864,0.0,31.93742170174621,0.0,0.0,0.0,95.81226510523864,0.0,0.0,148.8384377891294,43.037620565531384,8.966170951152373,0.0,0.0,0.0,2207.471288173714,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL
01025,Clarke County,59.63426557056499,10.842593740102725,23.853706228225995,41.424455596264224,105.57447561445245,168.24123457631373,78.10321351533673,85.0,34.58787403092769,0.0,103.76362209278308,0.0,0.0,0.0,103.76362209278308,0.0,0.0,3.180494163763466,0.0,9.541482491290397,0.0,0.0,0.0,9.541482491290397,0.0,0.0,6.997087160279626,97.95922024391476,34.985435801398125,0.0,0.0,0.0,48.97961012195738,0.0,0.0,1145.483060416809,152.7310747222412,152.7310747222412,0.0,0.0,0.0,1145.483060416809,0.0,0.0,179.78213728778672,0.0,59.927379095928906,0.0,0.0,0.0,179.78213728778672,0.0,0.0,279.28044939668075,80.75579259663058,16.824123457631373,0.0,0.0,0.0,4142.099195268845,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL
01027,Clay County,26.398952384669084,10.04307971155889,8.895299173095017,24.61314090679064,57.40907259974622,85.96994973933064,43.219524722678806,45.0,15.311392383108068,0.0,45.9341771493242,0.0,0.0,0.0,45.9341771493242,0.0,0.0,2.9459700487239413,0.0,8.837910146171824,0.0,0.0,0.0,8.837910146171824,0.0,0.0,2.609287757441205,36.53002860417687,13.046438787206025,0.0,0.0,0.0,18.265014302088435,0.0,0.0,622.8884377072465,83.05179169429952,83.05179169429952,0.0,0.0,0.0,622.8884377072465,0.0,0.0,106.82103153547136,0.0,35.60701051182379,0.0,0.0,0.0,106.82103153547136,0.0,0.0,142.71011656728885,41.26557587487871,8.596994973933064,0.0,0.0,0.0,2116.5801625823206,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL
01029,Cleburne County,29.739960714425088,11.314115489183457,10.021073718991063,27.72813985041545,64.67467113428154,96.85016627226445,48.68931723574922,0.0,17.24917721436655,0.0,51.747531643099656,0.0,0.0,0.0,51.747531643099656,0.0,0.0,3.318807210160481,0.0,9.956421630481442,0.0,0.0,0.0,9.956421630481442,0.0,0.0,2.939514957570712,41.15320940598997,14.69757478785356,0.0,0.0,0.0,20.576604702994985,0.0,0.0,701.7201818069547,93.56269090759395,93.56269090759395,0.0,0.0,0.0,701.7201818069547,0.0,0.0,120.34012695080304,0.0,40.11337565026768,0.0,0.0,0.0,120.34012695080304,0.0,0.0,160.77127601195897,46.48807981068693,9.685016627226446,0.0,0.0,0.0,2384.451093623151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL
01031,Coffee County,103.5662962848009,95.44344951736554,0.0,100.27221599957873,250.59090791581696,369.8530294344645,169.053819540081,131.0,60.06845184518452,0.0,180.20535553555357,0.0,0.0,0.0,180.20535553555357,0.0,0.0,27.996745191760557,0.0,83.99023557528167,0.0,0.0,0.0,83.99023557528167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2718.911350886614,362.5215134515485,362.5215134515485,0.0,0.0,0.0,2718.911350886614,0.0,0.0,435.18141743817165,0.0,145.06047247939057,0.0,0.0,0.0,435.18141743817165,0.0,0.0,613.956028861211,177.52945412854294,36.98530294344645,0.0,0.0,0.0,9105.781584676515,0.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL
01033,Colbert County,111.99770223693992,41.06582415354464,0.0,112.69647820118372,231.53783105257156,491.94788687631836,261.0837330911832,383.0,64.95866729742515,0.0,194.87600189227544,0.0,0.0,0.0,194.87600189227544,0.0,0.0,12.04597508503976,0.0,36.137925255119285,0.0,0.0,0.0,36.137925255119285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2512.1854669204013,334.9580622560535,334.9580622560535,0.0,0.0,0.0,2512.1854669204013,0.0,0.0,489.1027153931373,0.0,163.03423846437911,0.0,0.0,0.0,489.1027153931373,0.0,0.0,816.6334922146884,236.1349857006328,49.19478868763184,0.0,0.0,0.0,12111.756974894959,0.0,0.0,383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL
01035,Conecuh County,30.463410491914644,5.538801907620845,12.185364196765859,21.161159329443755,53.93138587924807,85.94390727425188,39.898039009803085,58.0,17.668778085310493,0.0,53.00633425593148,0.0,0.0,0.0,53.00633425593148,0.0,0.0,1.6247152262354478,0.0,4.874145678706343,0.0,0.0,0.0,4.874145678706343,0.0,0.0,3.574373497717985,50.04122896805179,17.871867488589928,0.0,0.0,0.0,25.020614484025895,0.0,0.0,585.1555367898414,78.02073823864554,78.02073823864554,0.0,0.0,0.0,585.1555367898414,0.0,0.0,91.8394314897859,0.0,30.61314382992863,0.0,0.0,0.0,91.8394314897859,0.0,0.0,142.66688607525813,41.25307549164091,8.59439072742519,0.0,0.0,0.0,2115.9389970920815,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL
01037,Coosa County,21.26875929563479,8.091375818991496,7.166647153963897,19.82999029007243,46.252583387313486,69.2631336660735,34.82053586081784,0.0,12.335880391468178,0.0,37.00764117440453,0.0,0.0,0.0,37.00764117440453,0.0,0.0,2.3734702402375056,0.0,7.120410720712517,0.0,0.0,0.0,7.120410720712517,0.0,0.0,2.1022164984960763,29.431030978945074,10.511082492480382,0.0,0.0,0.0,14.715515489472537,0.0,0.0,501.84052975235124,66.91207063364683,66.91207063364683,0.0,0.0,0.0,501.84052975235124,0.0,0.0,86.06215785891435,0.0,28.687385952971447,0.0,0.0,0.0,86.06215785891435,0.0,0.0,114.97680188568201,33.24630415971528,6.92631336660735,0.0,0.0,0.0,1705.2583508587297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL
01039,Covington County,73.30686085849963,67.55730314410751,0.0,70.97522697964143,177.3746235790207,261.7913890855808,119.6605968465183,187.0,42.517979297929784,0.0,127.55393789378934,0.0,0.0,0.0,127.55393789378934,0.0,0.0,19.816808922271537,0.0,59.45042676681461,0.0,0.0,0.0,59.45042676681461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1924.5146658323742,256.60195544431656,256.60195544431656,0.0,0.0,0.0,1924.5146658323742,0.0,0.0,308.0324850916438,0.0,102.67749503054793,0.0,0.0,0.0,308.0324850916438,0.0,0.0,434.57370588206413,125.65986676107879,26.179138908558084,0.0,0.0,0.0,6445.303999287,0.0,0.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL
01041,Crenshaw County,27.249914646637077,25.112666439057698,0.0,26.383190530476448,65.93439272126841,97.3141248208216,44.480707705207976,93.0,15.804950495049503,0.0,47.41485148514851,0.0,0.0,0.0,47.41485148514851,0.0,0.0,7.366382155456924,0.0,22.099146466370772,0.0,0.0,0.0,22.099146466370772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.3881610257622,95.38508813676829,95.38508813676829,0.0,0.0,0.0,715.3881610257622,0.0,0.0,114.50304690226778,0.0,38.16768230075593,0.0,0.0,0.0,114.50304690226778,0.0,0.0,161.54144720256386,46.710779913994365,9.731412482082161,0.0,0.0,0.0,2395.873753088628,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL
01043,Cullman County,189.83054261614,16.873826010323555,54.839934533551556,159.5237763126665,378.00395894907797,691.262561506496,310.5254331732873,185.0,110.10171471736119,0.0,330.3051441520836,0.0,0.0,0.0,330.3051441520836,0.0,0.0,4.9496556296949095,0.0,14.848966889084728,0.0,0.0,0.0,14.848966889084728,0.0,0.0,16.086380796508458,225.2093311511184,80.43190398254228,0.0,0.0,0.0,112.6046655755592,0.0,0.0,4101.342954597496,546.8457272796661,546.8457272796661,0.0,0.0,0.0,4101.342954597496,0.0,0.0,692.3331891969725,0.0,230.7777297323242,0.0,0.0,0.0,692.3331891969725,0.0,0.0,1147.4958521007834,331.80602952311807,69.12625615064961,0.0,0.0,0.0,17018.884264289933,0.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL
01045,Dale County,97.29398801949161,89.66308699835501,0.0,94.19940783942695,235.4143159229023,347.45353947788556,158.81537607322733,89.0,56.43051305130513,0.0,169.29153915391538,0.0,0.0,0.0,169.29153915391538,0.0,0.0,26.301172186184136,0.0,78.90351655855241,0.0,0.0,0.0,78.90351655855241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2554.2453277634895,340.5660437017986,340.5660437017986,0.0,0.0,0.0,2554.2453277634895,0.0,0.0,408.825430023113,0.0,136.27514334103765,0.0,0.0,0.0,408.825430023113,0.0,0.0,576.77287553329,166.77769894938507,34.74535394778856,0.0,0.0,0.0,8554.306141945543,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL
01047,Dallas County,93.9021311558181,17.073114755603292,37.56085246232724,65.22834858854644,166.24113940204782,264.9183371983983,122.98396113438595,175.0,54.46323607037449,0.0,163.3897082111235,0.0,0.0,0.0,163.3897082111235,0.0,0.0,5.008113661643632,0.0,15.024340984930896,0.0,0.0,0.0,15.024340984930896,0.0,0.0,11.017850055615991,154.24990077862387,55.08925027807995,0.0,0.0,0.0,77.12495038931193,0.0,0.0,1803.7163625122187,240.49551500162917,240.49551500162917,0.0,0.0,0.0,1803.7163625122187,0.0,0.0,283.0910328742915,0.0,94.36367762476384,0.0,0.0,0.0,283.0910328742915,0.0,0.0,439.7644397493412,127.16080185523118,26.491833719839832,0.0,0.0,0.0,6522.289461824567,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL
01049,DeKalb County,142.64210667811412,54.26601884493472,48.064188119799326,132.99278773459156,310.1998495523726,464.5235372654895,233.52911760430143,134.0,82.73242187330618,0.0,248.19726561991854,0.0,0.0,0.0,248.19726561991854,0.0,0.0,15.918032194514184,0.0,47.754096583542555,0.0,0.0,0.0,47.754096583542555,0.0,0.0,14.098828515141136,197.3835992119759,70.49414257570568,0.0,0.0,0.0,98.69179960598795,0.0,0.0,3365.668367643242,448.75578235243233,448.75578235243233,0.0,0.0,0.0,3365.668367643242,0.0,0.0,577.1886987681273,0.0,192.39623292270912,0.0,0.0,0.0,577.1886987681273,0.0,0.0,771.1090718607126,222.97129788743496,46.45235372654895,0.0,0.0,0.0,11436.569487476352,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL
01051,Elmore County,269.76120442551365,163.16201880575423,87.01974336306893,203.42417427217094,349.0536105769641,914.357383423326,402.7430066889985,138.0,156.4614985667979,0.0,469.38449570039376,0.0,0.0,0.0,469.38449570039376,0.0,0.0,47.86085884968791,0.0,143.58257654906373,0.0,0.0,0.0,143.58257654906373,0.0,0.0,25.52579138650022,357.361079411003,127.6289569325011,0.0,0.0,0.0,178.6805397055015,0.0,0.0,3787.2316747600603,504.96422330134135,504.96422330134135,0.0,0.0,0.0,3787.2316747600603,0.0,0.0,882.8609163412218,0.0,294.2869721137406,0.0,0.0,0.0,882.8609163412218,0.0,0.0,1517.8332564827213,438.89154404319646,91.43573834233261,0.0,0.0,0.0,22511.478779882287,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL
01053,Escambia County,92.48082510568568,16.81469547376103,36.99233004227427,64.24104994741965,163.72490750928102,260.90852367429096,121.12247145488656,142.0,53.638878561297695,0.0,160.9166356838931,0.0,0.0,0.0,160.9166356838931,0.0,0.0,4.9323106723032355,0.0,14.796932016909706,0.0,0.0,0.0,14.796932016909706,0.0,0.0,10.85108347906712,151.91516870693968,54.25541739533559,0.0,0.0,0.0,75.95758435346984,0.0,0.0,1776.415246475699,236.85536619675986,236.85536619675986,0.0,0.0,0.0,1776.415246475699,0.0,0.0,278.8061567718013,0.0,92.93538559060042,0.0,0.0,0.0,278.8061567718013,0.0,0.0,433.108149299323,125.23609136365965,26.090852367429097,0.0,0.0,0.0,6423.567852861043,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL
01055,Etowah County,200.0,0.0,120.0,364.2476184632242,680.3993181368209,1413.4821597382474,757.4145584713524,739.0,115.99999999999999,0.0,348.0,0.0,0.0,0.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.2,492.8,176.0,0.0,0.0,0.0,246.4,0.0,0.0,7382.332601784506,984.3110135712674,984.3110135712674,0.0,0.0,0.0,7382.332601784506,0.0,0.0,1580.834664130393,0.0,526.9448880434643,0.0,0.0,0.0,1580.834664130393,0.0,0.0,2346.3803851654907,678.4714366743588,141.34821597382475,0.0,0.0,0.0,34799.93077275565,0.0,0.0,739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL
01057,Fayette County,36.94271685761047,3.28379705400982,10.672340425531914,31.044749802419652,73.56294215915229,134.52586044407047,60.43101914324001,61.0,21.426775777414072,0.0,64.28032733224222,0.0,0.0,0.0,64.28032733224222,0.0,0.0,0.9632471358428806,0.0,2.8897414075286414,0.0,0.0,0.0,2.8897414075286414,0.0,0.0,3.1305531914893616,43.82774468085106,15.652765957446807,0.0,0.0,0.0,21.91387234042553,0.0,0.0,798.1579224268022,106.42105632357364,106.42105632357364,0.0,0.0,0.0,798.1579224268022,0.0,0.0,134.73421414250126,0.0,44.91140471416709,0.0,0.0,0.0,134.73421414250126,0.0,0.0,223.312928337157,64.57241301315382,13.452586044407049,0.0,0.0,0.0,3312.0266841330154,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL
01059,Franklin County,71.07088002014352,6.317411557346091,20.531587561374796,59.72429415430531,141.5213465829551,258.80260306998764,116.2579819881176,125.0,41.22111041168324,0.0,123.66333123504971,0.0,0.0,0.0,123.66333123504971,0.0,0.0,1.8531073901548534,0.0,5.55932217046456,0.0,0.0,0.0,5.55932217046456,0.0,0.0,6.022599018003273,84.31638625204582,30.112995090016366,0.0,0.0,0.0,42.15819312602291,0.0,0.0,1535.5066104250625,204.73421472334167,204.73421472334167,0.0,0.0,0.0,1535.5066104250625,0.0,0.0,259.20343662968503,0.0,86.40114554322834,0.0,0.0,0.0,259.20343662968503,0.0,0.0,429.61232109617947,124.22524947359406,25.880260306998764,0.0,0.0,0.0,6371.720087583096,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL
